date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:07	14693/14693	---M--	200	added ('OK')	text/html	etag:W/%223965-to5ajSx87PK4lCuWk89WAMebaHU%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:08	14546/14546	---M--	200	added ('OK')	text/html	etag:W/%2238d2-b8OSJA+TOUMC3nYdjk7hP62Li+k%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a3c18230090015420d2d.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:09	14471/14471	---M--	200	added ('OK')	text/html	etag:W/%223887-xbGbYyoyksNCWR6yHhv2exZF4d4%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a5288230090015420d3e	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a5288230090015420d3e.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:09	5037/5037	---M--	200	added ('OK')	text/html	etag:W/%2213ad-rAu0nUasiPs/CUMKVA110390c+8%22	http://safe-woodland-91444.herokuapp.com/profile/60f3d8f5059c840015c40e69	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/60f3d8f5059c840015c40e69.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:10	14411/14411	---M--	200	added ('OK')	text/html	etag:W/%22384b-wreZJQNaiUE/QNStIVNLGPQ9paA%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f3d93b059c840015c40e6f	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f3d93b059c840015c40e6f.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:11	7635/7635	---M--	200	added ('OK')	text/html	etag:W/%221dd3-isM19UHQIYLj9Mu+7dP12m8UbUc%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f3d93b059c840015c40e72	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f3d93b059c840015c40e72.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:11	5048/5048	---M--	200	added ('OK')	text/html	etag:W/%2213b8-jER0jBZqCRSNDJZBfYycgAbpZH0%22	http://safe-woodland-91444.herokuapp.com/profile/610183b7e968f40015965095	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/610183b7e968f40015965095.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:12	22851/22851	---M--	200	added ('OK')	text/html	etag:W/%225943-kcYS22KPdCQjlCPZZfzjurkO1vA%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/6101849fe968f400159650a6	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/6101849fe968f400159650a6.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:13	5053/5053	---M--	200	added ('OK')	text/html	etag:W/%2213bd-5QdaP5imC/DzQit4QfDiLK7vncE%22	http://safe-woodland-91444.herokuapp.com/profile/6103e085a665e00015229f3b	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/6103e085a665e00015229f3b.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:13	15331/15331	---M--	200	added ('OK')	text/html	etag:W/%223be3-xHKI0ni2BSctZg93b5jCXQXLDos%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/6103e1a1a665e00015229fb5	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/6103e1a1a665e00015229fb5.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:14	5046/5046	---M--	200	added ('OK')	text/html	etag:W/%2213b6-gdyfztZbTdoSpucHvZtbsgJaR/E%22	http://safe-woodland-91444.herokuapp.com/profile/6103f601a665e0001522a0b3	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/6103f601a665e0001522a0b3.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:14	21363/21363	---M--	200	added ('OK')	text/html	etag:W/%225373-+Rj0Nj0vu/PJCE6ToopAHCPpmyk%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/6103f650a665e0001522a0be	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/6103f650a665e0001522a0be.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:15	5057/5057	---M--	200	added ('OK')	text/html	etag:W/%2213c1-pS2RxZErPrxCptdHe6Y+joEcw1Y%22	http://safe-woodland-91444.herokuapp.com/profile/62dd89c9f98b7b0015aebc1a	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/62dd89c9f98b7b0015aebc1a.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:15	7681/7681	---M--	200	added ('OK')	text/html	etag:W/%221e01-8q4RcvuyxLX9v2Av40HDzZAmohk%22	http://safe-woodland-91444.herokuapp.com/collegeQuora/62dd8a2ff98b7b0015aebc22	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/62dd8a2ff98b7b0015aebc22.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:16	474/474	---M--	200	added ('OK')	application/javascript	etag:W/%221da-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/javascripts/validateForm.js	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/javascripts/validateForm.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:17	257/257	---M--	200	added ('OK')	application/javascript	etag:W/%22101-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/javascripts/indexjs.js	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/javascripts/indexjs.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:17	78743/78743	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213397-kBFpUnUH/55mLPZNjjYfNZMIlw0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Ask%20Here/cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.bundle.min.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:17	2/2	---M--	200	added ('OK')	application/javascript	etag:W/%222-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/javascripts/voteColor.js	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/javascripts/voteColor.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:18	440/440	---M--	200	added ('OK')	application/javascript	etag:W/%221b8-17aee4410a0%22	http://safe-woodland-91444.herokuapp.com/javascripts/validatePhotoes.js	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/javascripts/validatePhotoes.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:19	7162/7162	---M-Z	200	added ('OK')	application/javascript	etag:W/%221bfa-KbZQDHGhlS7VwOecUrL11szRLJg%22	https://cdn.jsdelivr.net/npm/darkmode-js@1.5.7/lib/darkmode-js.min.js	C:/My%20Web%20Sites/Ask%20Here/cdn.jsdelivr.net/npm/darkmode-js@1.5.7/lib/darkmode-js.min.js	(from http://safe-woodland-91444.herokuapp.com/collegeQuora)
17:42:20	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:21%20GMT	https://safe-woodland-91444.herokuapp.com/login/google	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/login/google.23.delayed	(from http://safe-woodland-91444.herokuapp.com/login)
17:42:22	19109/19109	---M--	200	added ('OK')	image/png	etag:180abdb2c438b9d5d9a2717150da6dee	https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/512px-Google_%22G%22_Logo.svg.png	C:/My%20Web%20Sites/Ask%20Here/upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google__G__Logo.svg/512px-Google__G__Logo.svg.png	(from http://safe-woodland-91444.herokuapp.com/login)
17:42:22	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:23%20GMT	http://safe-woodland-91444.herokuapp.com/login/google	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/login/google	(from http://safe-woodland-91444.herokuapp.com/register)
17:42:23	85044/85044	---M--	200	added ('OK')	font/woff2	etag:W/%2214c34-IxTU1z3Z7Xqi+dGNReccoEQKwKk%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/fonts/bootstrap-icons.woff2?8bd4575acf83c7696dc7a14a966660a3	C:/My%20Web%20Sites/Ask%20Here/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/fonts/bootstrap-iconse36a.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/bootstrap-icons.css)
17:42:25	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:25%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/60f19e0b8230090015420c73	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/60f19e0b8230090015420c73	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:25	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:26%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/60f19e0b8230090015420c73	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/60f19e0b8230090015420c73	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:26	5291/5291	---M--	200	added ('OK')	text/html	etag:W/%2214ab-efdLKcB5y5FXdRe4dGVQpI1TV1Y%22	http://safe-woodland-91444.herokuapp.com/profile/60f19da78230090015420c6a	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/profile/60f19da78230090015420c6a.html	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:27	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:27%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/61008aba03f89b0015475e7c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/61008aba03f89b0015475e7c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:27	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:27%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/61008aba03f89b0015475e7c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/61008aba03f89b0015475e7c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:27	113656/113656	---M--	200	added ('OK')	font/woff	etag:W/%221bbf8-iwMfevkU4gI1/+1sa86IUQbrSSw%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/fonts/bootstrap-icons.woff?8bd4575acf83c7696dc7a14a966660a3	C:/My%20Web%20Sites/Ask%20Here/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/fonts/bootstrap-iconse36a.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.0/font/bootstrap-icons.css)
17:42:29	6320/6320	---M--	200	added ('OK')	image/jpeg	etag:%22e3c97c53485f3e7208da00ed1a92648f%22	https://res.cloudinary.com/dauxdhnsr/image/upload/v1627425466/College-Quora/ro7xqwsm6gpzkeeficmr.jpg	C:/My%20Web%20Sites/Ask%20Here/res.cloudinary.com/dauxdhnsr/image/upload/v1627425466/College-Quora/ro7xqwsm6gpzkeeficmr.jpg	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:30	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:30%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/60f27b1d79df120015c06eea	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/60f27b1d79df120015c06eea	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:31	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:31%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/60f27b1d79df120015c06eea	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/60f27b1d79df120015c06eea	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:31	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:32%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/61018501e968f400159650c3	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/upvote/61018501e968f400159650c3	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:32	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:32%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/61018501e968f400159650c3	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11/downvote/61018501e968f400159650c3	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:32	9537/9537	---M--	200	added ('OK')	image/jpeg	etag:%228971398bbd1924827e48f3e73c961cad%22	https://res.cloudinary.com/dauxdhnsr/image/upload/v1627489537/College-Quora/mxlhbdsplzasvodem51k.jpg	C:/My%20Web%20Sites/Ask%20Here/res.cloudinary.com/dauxdhnsr/image/upload/v1627489537/College-Quora/mxlhbdsplzasvodem51k.jpg	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1531009172300152b4b11)
17:42:33	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:33%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0118230090015420cad	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0118230090015420cad	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:34	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:34%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0118230090015420cad	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0118230090015420cad	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:34	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:35%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f19f508230090015420c8c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f19f508230090015420c8c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:35	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:35%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f19f508230090015420c8c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f19f508230090015420c8c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:35	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:36%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f19fc08230090015420c9c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f19fc08230090015420c9c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:36	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:36%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f19fc08230090015420c9c	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f19fc08230090015420c9c	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:37	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:37%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0958230090015420ccb	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0958230090015420ccb	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:37	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:38%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0958230090015420ccb	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0958230090015420ccb	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:38	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:38%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0f48230090015420cdf	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a0f48230090015420cdf	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:38	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:39%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0f48230090015420cdf	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a0f48230090015420cdf	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:39	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:39%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a3828230090015420d23	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/upvote/60f1a3828230090015420d23	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:40	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:40%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a3828230090015420d23	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80/downvote/60f1a3828230090015420d23	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f19e898230090015420c80)
17:42:40	56/56	---M--	302	error ('Found')	text/html	date:Mon,%2025%20Jul%202022%2012:12:41%20GMT	http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1/upvote/60f1a35e8230090015420d1a	C:/My%20Web%20Sites/Ask%20Here/safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1/upvote/60f1a35e8230090015420d1a	(from http://safe-woodland-91444.herokuapp.com/collegeQuora/60f1a2018230090015420cf1)
